papers,citations_all,citations_self,hindex_external,hindex_both
13,460,3,4.6,4.52
111,4902,222,27.7,32.31
60,19975,207,16.37,21.73
187,44714,369,55.09,56.29
38,9000,30,16.07,16.1
50,754,13,11.84,11.53
19,101,7,5.93,5.96
16,397,1,9.04,8.73
137,9240,102,31.86,33.59
45,5875,92,15.0,15.0
55,558,62,12.54,12.74
99,38018,324,19.16,25.14
49,4833,87,8.87,8.87
14,400,0,8.7,8.68
60,10087,121,11.94,13.08
74,2025,149,20.74,18.55
74,4165,111,23.94,23.5
50,37198,160,15.66,18.78
48,863,81,12.23,12.45
20,225,9,7.0,6.99
30,140,8,5.23,6.47
44,22296,50,13.12,14.27
18,380,1,10.16,9.99
54,6699,54,21.33,21.83
57,17973,100,16.43,17.68
55,838,16,13.42,13.12
36,384,13,10.6,10.55
19,424,0,5.99,6.0
24,4497,8,13.0,13.0
136,34118,294,37.15,38.33
8,114,6,3.51,3.78
177,3588,463,17.29,22.54
37,601,44,8.42,9.02
15,427,0,13.79,13.9
152,29857,248,25.49,28.05
343,10030,775,21.58,27.86
520,27374,1209,60.18,68.91
46,382,20,8.85,9.22
99,37216,305,15.84,21.34
535,45134,786,75.89,85.79
107,6684,99,39.0,38.93
63,6075,49,30.42,30.54
10,431,0,7.48,7.61
1,33,0,1.0,1.0
276,67954,855,50.62,64.86
9,123,2,5.94,5.93
25,5672,9,11.0,11.0
11,107,0,4.93,4.89
26,4222,14,10.01,10.0
1166,115115,4392,112.2,135.9
317,9391,308,49.53,52.03
31,294,12,7.59,7.67
99,33293,153,28.57,29.46
61,6535,36,22.68,23.79
11,457,7,5.74,5.95
4,44,0,4.0,3.98
318,12941,324,50.03,51.98
129,23955,211,30.33,32.22
368,12919,544,38.37,44.54
61,33894,43,14.52,15.19
141,41686,0,27.71,27.53
251,16924,973,40.42,47.58
4,296,0,2.0,2.0
54,314,37,8.01,8.4
120,1633,85,17.46,18.75
94,6130,118,21.82,23.24
2,152,1,2.0,2.0
59,3098,81,14.37,15.5
5,1256,2,3.28,3.41
4,408,2,2.81,2.76
15,1303,15,8.0,8.21
3,39,0,2.49,2.43
31,754,41,8.14,8.85
10,779,1,3.6,3.58
1,20,0,1.0,1.0
152,11198,606,23.32,31.81
160,8247,394,20.98,24.54
952,82862,7465,53.86,91.94
548,81023,1279,27.39,44.11
70,4870,290,15.24,17.69
85,24554,197,25.77,29.07
3,75,1,2.13,2.01
7,124,2,3.57,3.49
30,1186,0,10.77,10.88
23,372,31,8.63,8.88
5,84,1,3.1,3.05
8,185,3,3.87,3.91
52,991,294,9.6,10.59
2,22,0,1.88,1.82
21,2242,29,8.13,8.5
19,957,25,6.38,6.75
7,679,6,4.06,4.01
1,20,0,1.0,1.0
2,24,1,2.0,2.0
6,261,1,3.97,3.94
47,4783,75,17.36,18.1
6,985,3,3.02,3.01
136,6480,262,19.26,22.0
175,15692,577,30.56,37.34
1,20,0,1.0,1.0
44,2576,97,11.59,13.52
123,4152,259,12.67,15.09
145,10095,334,20.54,24.44
25,24,0,2.76,2.7
41,2486,67,14.45,15.08
12,890,13,5.23,5.21
62,3524,51,16.32,17.18
42,1844,129,11.6,13.2
101,5664,305,21.76,26.49
5,8,0,1.81,1.78
120,597,0,13.46,13.33
16,929,17,5.94,6.28
72,4828,167,15.84,17.37
9,8,0,1.95,1.91
78,11768,227,20.44,22.53
48,2290,105,12.36,12.82
144,7383,709,27.29,32.1
36,1973,107,14.7,13.33
32,2345,112,11.96,13.16
25,294,23,6.98,7.18
12,87,15,4.23,3.98
113,3477,291,21.24,24.0
127,3743,516,18.74,22.81
17,362,21,4.28,4.45
63,3508,164,13.74,16.12
15,149,24,3.8,3.93
461,43876,5810,57.39,82.47
31,519,62,8.11,8.54
41,1806,112,11.19,12.17
133,8929,455,24.3,30.14
29,480,47,5.86,6.28
54,1599,72,11.25,12.54
91,3575,378,17.65,24.39
94,4535,204,21.76,24.75
70,1781,129,14.76,15.99
8,120,5,4.0,4.16
151,5964,664,16.55,22.87
117,6517,384,20.28,25.37
16,141,19,4.47,4.86
8,560,6,3.02,3.09
40,2291,75,15.55,15.95
759,82299,3421,120.82,140.52
41,2049,52,8.06,9.33
39,480,21,10.46,10.42
13,398,7,7.0,7.02
18,1061,39,8.6,8.89
46,4614,114,12.6,14.17
55,2444,26,11.34,12.14
23,1270,26,8.78,9.32
5,92,1,3.28,3.26
50,1780,76,9.68,11.02
727,38558,2854,59.71,74.38
156,20312,499,28.92,34.18
24,330,16,5.54,5.79
32,720,14,10.36,10.42
13,184,17,4.64,5.58
39,2835,14,9.59,9.91
3,190,0,2.23,2.24
66,1936,27,14.3,15.09
5,137,0,3.1,3.16
155,8770,213,26.27,28.01
39,2256,49,8.58,9.45
73,2422,70,16.82,18.04
1,36,0,1.0,1.0
14,580,19,6.3,6.67
73,3111,122,12.24,13.92
20,908,17,7.32,7.43
7,95,3,2.61,2.66
6,80,1,3.01,3.03
5,57,2,3.23,3.25
16,287,5,5.31,5.32
38,4438,35,11.81,12.11
375,42428,1306,39.18,49.77
21,4867,13,10.44,10.96
68,4058,222,13.33,15.3
210,27105,1286,34.17,48.0
17,560,21,6.41,6.8
21,821,17,7.97,8.17
5,99,0,4.72,4.71
5,260,2,2.0,2.0
2,68,0,1.0,1.0
3,113,0,2.0,2.0
4,97,0,2.0,2.0
4,105,0,2.0,2.0
2,68,0,1.0,1.0
10,192,3,4.77,4.75
16,412,13,5.61,5.64
24,1030,31,9.08,9.35
4,69,0,2.0,2.0
15,560,20,5.1,5.11
15,445,13,5.05,4.99
14,372,15,3.53,3.54
11,362,6,3.85,3.79
4,120,0,2.0,2.0
20,900,40,6.45,7.11
1,68,0,1.0,1.0
3,74,0,2.99,2.99
72,3677,141,15.27,16.7
104,4953,291,16.47,20.03
25,648,55,9.09,9.63
277,18911,1701,42.87,57.35
102,2067,54,17.85,18.91
7,102,4,2.78,2.86
33,926,33,11.42,11.81
5,55,4,3.0,3.0
31,1331,20,6.27,6.64
2,46,0,2.0,2.0
6,120,0,2.76,2.85
5,100,1,3.16,3.1
19,734,16,8.07,8.56
4,57,2,2.92,2.89
2,44,0,2.0,2.0
13,729,13,4.43,4.69
99,2411,94,12.92,14.72
25,2041,23,7.32,7.67
44,744,53,9.93,10.07
6,211,3,3.06,3.23
1,37,0,1.0,1.0
3,81,1,2.0,2.0
1,37,0,1.0,1.0
7,301,2,3.24,3.52
125,11152,356,17.55,20.44
9,82,0,3.05,2.97
126,3868,133,24.23,25.22
26,2309,23,10.17,10.45
296,48961,770,34.19,42.79
3,19,3,2.05,2.49
108,4662,495,24.53,29.17
56,2160,95,13.91,15.7
60,1471,111,14.06,14.11
65,5470,170,20.26,24.78
127,4749,525,25.64,31.53
6,22,7,2.52,2.34
64,2409,243,14.07,15.06
63,1850,163,18.57,20.01
11,335,14,4.13,4.12
11,736,8,4.79,5.01
1,27,0,1.0,1.0
18,2188,15,5.73,6.0
1,27,0,1.0,1.0
6,712,0,2.33,2.28
8,320,4,3.75,3.79
3,51,2,2.0,2.0
3,30,0,2.0,2.0
37,1916,46,12.59,12.74
5,150,4,2.57,2.56
11,204,1,3.89,3.97
17,525,5,6.79,6.89
3,35,1,1.0,1.0
2,34,0,1.0,1.0
11,737,6,4.78,4.9
21,619,35,5.06,5.48
4,204,2,2.0,2.0
114,2988,147,13.55,15.12
75,3738,181,13.2,15.35
69,3548,178,16.31,17.36
275,41096,1519,36.7,48.06
24,359,20,5.83,6.03
232,25318,904,28.31,36.86
16,1323,50,6.29,6.49
194,14178,1056,26.0,35.19
28,2584,45,9.54,10.36
105,12543,617,29.71,36.73
69,4076,195,11.72,14.32
4,56,1,1.82,1.92
34,1814,28,11.39,11.71
6,118,1,3.84,3.82
57,6300,54,14.59,15.77
4,63,1,2.44,2.32
1,11,0,1.0,1.0
1,11,0,1.0,1.0
72,3037,43,12.4,12.46
35,1136,34,11.49,12.06
3,18,2,1.87,1.82
39,3124,85,12.82,14.54
106,5253,275,21.2,26.19
3,29,2,2.98,2.99
8,82,3,3.13,3.16
166,9956,756,24.02,30.56
21,419,42,5.87,6.22
16,58,10,3.18,3.25
15,121,16,4.66,4.6
1,10,0,1.0,1.0
3,29,0,1.99,2.0
381,18767,2414,52.76,66.99
6,89,1,2.51,2.58
1,14,0,1.0,1.0
12,254,11,3.96,4.05
24,919,19,8.18,8.33
11,73,11,4.4,4.44
31,608,31,7.61,7.87
122,4342,267,22.0,23.84
113,1846,434,16.19,18.37
141,6332,291,22.92,25.61
40,637,180,8.6,9.95
25,571,91,8.58,9.67
96,1634,217,18.44,19.89
6,272,4,3.0,3.0
18,1076,16,9.64,9.83
31,1498,29,9.45,10.37
14,895,19,5.06,5.12
20,854,16,5.79,5.69
20,1776,40,6.32,6.55
11,481,1,3.63,3.77
12,343,7,7.0,7.0
19,816,17,6.37,6.62
18,618,8,5.14,5.15
9,286,6,5.34,5.51
5,271,4,3.0,3.0
16,778,15,7.21,7.29
58,11128,106,19.95,22.5
70,4352,218,19.93,22.23
112,6106,349,17.73,20.78
299,12396,1431,31.58,40.23
229,42642,785,38.3,48.18
79,8310,345,20.13,23.48
1,0,0,0.0,0.0
44,1246,43,10.13,10.11
37,1956,62,15.18,15.56
14,570,13,5.15,5.38
60,2872,145,16.56,18.64
7,297,4,2.63,2.62
1,10,0,1.0,1.0
55,2199,57,8.93,9.83
5,230,2,2.2,2.22
1,10,0,1.0,1.0
48,1685,35,10.41,10.3
23,207,5,5.48,5.49
2,10,0,1.0,1.0
10,39,7,3.74,3.8
1,10,0,1.0,1.0
1,10,0,1.0,1.0
95,5163,172,14.35,15.22
1,10,0,1.0,1.0
16,381,5,5.95,5.95
65,978,18,10.57,11.17
31,1052,19,6.38,6.77
189,11275,836,27.9,34.92
473,18367,1197,45.3,54.77
94,9076,151,19.78,21.37
157,3646,288,24.59,27.62
210,5337,235,16.79,19.35
281,17607,765,31.73,37.49
67,9663,142,14.8,17.23
11,71,7,3.33,3.51
3,21,1,1.82,1.91
53,694,70,10.84,11.34
48,720,55,4.65,5.27
158,11961,636,23.2,30.77
2,29,0,1.32,1.25
60,1777,167,13.16,14.74
57,1265,72,10.1,11.22
574,63853,2121,64.7,86.96
662,65100,2779,74.65,89.12
56,2104,227,13.96,14.87
22,534,33,7.94,8.13
182,13238,673,32.26,40.67
144,6356,1141,28.74,35.13
100,10614,325,25.81,29.71
177,7202,1163,26.07,28.71
443,61207,4729,62.12,79.65
15,1373,5,6.59,6.53
9,605,3,3.99,3.99
31,920,11,8.81,8.78
9,210,2,5.23,5.12
15,307,14,7.95,7.77
5,162,3,3.0,3.0
744,41523,964,53.3,62.72
596,40033,2373,93.67,104.94
233,11659,1229,32.91,38.55
167,4285,615,23.5,29.1
2,126,0,1.03,1.03
130,5972,46,28.07,28.2
187,3211,226,16.89,18.29
52,2541,64,14.71,15.15
686,45566,3077,61.56,86.34
46,2362,55,11.04,11.76
11,170,14,4.84,4.85
179,9060,998,29.32,35.68
1,0,0,0.0,0.0
26,297,3,5.89,6.14
15,630,4,6.52,6.39
7,173,2,4.0,4.0
4,35,1,2.13,2.07
3,27,1,2.32,2.25
116,2961,41,17.26,17.96
103,4655,71,20.16,20.3
61,1057,57,11.03,11.78
434,9217,817,38.85,43.15
110,2030,172,18.68,20.28
75,3853,160,13.99,16.95
33,632,13,4.69,5.03
19,400,5,6.08,6.05
30,562,6,8.33,8.6
130,4515,142,25.97,26.05
11,459,3,5.13,5.11
20,294,3,4.66,4.71
54,410,24,7.25,7.63
112,7927,127,14.77,14.75
276,12555,393,21.12,25.56
415,18228,580,31.54,36.84
59,2325,92,13.45,14.05
14,348,10,5.37,5.27
53,2122,46,14.68,15.02
31,1186,44,9.07,9.59
33,976,31,8.59,9.02
51,3268,45,12.11,12.47
77,3367,94,14.4,15.57
98,3866,209,24.8,26.21
88,4276,145,17.32,18.8
23,738,24,8.05,8.01
60,2784,30,15.67,15.66
10,548,1,4.84,5.02
431,23438,656,53.69,58.6
145,6035,372,23.86,29.08
353,35918,1001,55.33,62.89
25,509,37,4.33,4.77
6,94,1,1.0,1.02
26,1495,37,7.54,8.71
6,239,0,4.0,3.99
5,278,0,1.75,1.83
68,10584,119,15.37,16.97
21,457,9,4.81,4.97
23,518,5,6.89,6.85
225,13663,343,16.6,20.28
417,33316,1867,47.21,62.15
114,7931,215,22.39,25.31
176,13911,390,27.64,31.85
2,15,0,1.92,1.86
19,1266,27,7.82,8.16
73,3308,101,13.71,15.53
27,1499,17,5.66,6.11
37,691,39,8.41,8.73
60,7669,153,18.18,19.64
10,447,9,3.8,4.22
12,579,11,5.29,5.55
4,199,0,2.59,2.58
31,1352,22,10.71,11.13
10,681,7,5.24,5.2
42,956,73,7.73,9.02
1,13,0,1.0,1.0
4,153,0,1.51,1.45
13,200,31,3.81,4.07
3,21,1,1.97,1.98
39,1171,25,13.42,14.2
93,4173,110,18.8,20.2
1,13,0,1.0,1.0
227,8452,605,32.01,37.69
84,3100,506,13.78,18.82
17,1158,22,7.49,7.6
30,992,31,8.89,9.51
7,149,1,1.96,2.0
2,16,0,1.0,1.0
2,28,1,1.99,1.99
61,2362,170,13.05,15.73
122,14439,275,19.33,22.78
112,6812,189,22.77,24.4
254,9619,758,26.21,35.88
117,4662,542,19.51,24.92
103,5506,270,21.7,24.39
107,6741,259,19.42,21.78
220,12155,531,37.89,42.83
96,2556,348,13.62,15.81
396,46961,3336,67.5,95.91
141,4879,368,16.84,18.1
285,24728,941,49.55,61.11
25,311,72,6.33,8.54
70,2645,101,10.55,11.25
1,61,0,1.0,1.0
1,61,0,1.0,1.0
46,704,33,11.57,12.23
4,170,4,3.0,3.0
208,11148,987,31.27,38.66
37,1348,111,9.35,10.08
119,3895,126,28.6,30.35
65,4905,73,12.2,13.57
515,11938,1224,37.04,41.08
124,3787,164,16.27,18.0
56,2607,107,13.1,14.84
38,1009,67,10.09,10.64
193,13947,1404,33.62,41.13
45,1591,77,10.84,12.14
109,6256,262,26.75,30.27
1,50,0,1.0,1.0
39,834,42,9.42,9.64
3,77,0,2.81,2.75
74,2325,224,19.57,21.7
79,23182,70,26.6,26.82
58,4083,110,17.49,18.82
15,205,32,3.92,4.43
90,1638,370,16.11,17.83
10,123,24,4.37,6.51
9,260,14,4.26,4.36
12,234,8,5.96,6.74
61,2343,79,10.89,11.91
4,34,1,3.17,3.11
1,11,0,1.0,1.0
4,62,2,2.09,2.06
1,11,0,1.0,1.0
2,11,1,1.0,1.0
1,11,0,1.0,1.0
8,105,5,4.07,4.07
3,12,1,1.91,1.93
29,612,57,10.63,10.92
23,165,50,4.5,4.65
35,2136,61,10.37,10.95
39,1263,110,13.66,13.8
101,2075,362,19.14,20.94
7,111,7,4.71,4.54
99,6087,386,19.67,22.43
41,169,16,7.99,8.0
356,10261,3043,33.03,40.68
317,16033,500,31.41,36.42
16,1547,19,7.71,7.85
3,36,0,2.0,2.0
8,154,4,3.92,3.99
3,70,1,1.58,1.62
2,33,0,2.0,2.0
5,114,1,3.32,3.3
3,94,1,3.0,2.99
15,1783,32,6.61,7.18
5,84,4,3.0,3.0
99,6820,367,18.21,21.3
109,7449,271,20.68,24.59
78,2503,165,15.82,16.9
8,59,9,2.81,3.01
82,4179,320,15.91,18.9
59,1244,129,10.78,11.8
24,375,17,4.71,4.7
425,15767,2022,42.67,50.42
63,2013,182,15.28,17.6
168,9155,1327,29.12,35.75
35,5669,76,13.39,14.17
60,2442,302,14.99,18.45
48,1886,176,9.75,11.48
222,9570,1383,27.21,35.36
293,14946,2040,36.67,46.18
478,49938,2446,63.97,76.01
190,8194,1160,27.35,33.01
190,8938,1247,28.73,35.37
91,4910,286,20.48,23.04
427,28985,3508,45.97,60.45
14,441,15,2.33,2.38
61,1085,243,12.03,13.64
37,248,39,6.31,6.85
43,2187,86,10.82,12.25
9,392,20,5.02,5.21
105,10152,322,29.06,34.67
27,792,50,8.52,9.3
204,13013,549,36.88,43.18
21,2353,23,7.59,8.02
76,2088,80,13.64,14.65
476,78826,1204,51.53,64.12
27,826,32,6.2,6.18
72,26471,182,25.08,26.21
3,85,1,2.23,2.2
4,91,2,2.93,2.84
3,94,2,2.27,2.31
1,44,0,1.0,1.0
1,44,0,1.0,1.0
370,81493,1519,65.93,84.42
25,1188,47,11.73,12.26
34,2455,46,9.15,9.6
3,86,1,2.0,1.99
7,115,1,4.16,4.05
1,72,0,1.0,1.0
9,194,0,3.76,3.7
28,1228,16,8.27,8.6
19,2953,19,8.54,8.76
119,3909,154,13.23,14.53
262,12664,252,42.74,43.64
89,2517,182,15.0,17.16
2,12,1,1.75,1.61
3,13,1,2.02,1.89
26,1038,27,5.23,5.43
27,1054,18,9.88,10.6
25,382,40,5.3,5.92
2,19,1,1.75,1.7
23,1167,66,9.74,10.72
149,9035,737,22.52,25.59
38,403,40,8.68,8.88
67,690,295,10.9,12.18
5,99,2,3.12,3.28
9,289,8,3.94,3.94
27,2488,26,14.21,14.65
31,1843,33,10.67,11.23
19,621,19,4.01,4.01
3,82,1,2.0,2.0
32,2387,51,13.52,13.96
14,1588,32,6.89,6.98
14,1260,16,7.37,7.56
18,560,11,6.8,6.96
6,62,5,2.97,2.99
96,6249,163,21.59,22.9
26,978,37,9.4,9.91
100,5178,294,20.19,23.82
29,279,17,5.4,5.65
24,736,29,4.77,5.42
15,170,3,5.08,4.88
32,195,23,7.21,7.27
48,1968,61,9.48,10.31
149,5140,728,29.07,31.91
33,1430,66,13.04,13.97
6,674,7,3.78,3.86
82,3131,450,17.48,21.31
1,29,0,1.0,1.0
21,299,14,6.54,6.28
57,589,54,8.88,9.56
36,3049,56,12.31,12.81
185,14439,1042,28.33,38.84
114,3304,442,18.17,21.57
185,12547,433,25.01,30.36
203,4764,903,27.91,31.62
122,3795,274,18.17,20.11
105,1400,85,11.43,12.2
58,1230,105,14.14,14.79
21,106,4,4.74,4.77
5,15,2,2.03,2.09
47,1080,37,12.07,12.64
38,569,0,7.43,7.5
10,502,6,4.27,4.37
1,88,0,1.0,1.0
1,88,0,1.0,1.0
3,89,0,1.0,1.0
1,88,0,1.0,1.0
23,370,21,7.42,7.56
19,548,9,6.34,6.74
3,91,0,2.0,2.0
11,590,5,4.5,4.87
20,340,10,6.55,6.69
47,5297,60,11.08,12.75
5,166,0,3.91,3.95
1,88,0,1.0,1.0
4,107,0,3.53,3.59
53,951,199,9.0,11.26
3,113,0,2.99,3.0
11,225,5,4.98,5.18
26,1614,22,9.87,9.92
106,10674,288,19.81,24.28
92,2856,108,13.2,14.8
103,3906,150,20.69,22.43
34,4823,43,13.43,13.57
242,10196,341,38.73,40.32
228,5347,206,28.46,30.24
32,1024,35,6.6,7.19
490,35967,1819,48.07,59.84
101,6044,221,16.74,17.66
98,5943,205,14.02,17.19
19,272,52,5.84,6.18
71,1956,302,14.95,16.74
2,15,0,1.42,1.43
3,20,1,1.16,1.13
1,9,0,1.0,1.0
5,27,1,1.57,1.62
3,16,2,1.96,1.8
11,83,17,3.83,4.87
1,9,0,1.0,1.0
86,1976,159,12.92,15.2
87,2530,393,17.03,20.29
25,816,79,7.48,8.27
4,24,0,2.97,2.97
3,23,1,2.0,2.0
3,23,1,2.0,2.0
2,23,0,2.0,2.0
24,1128,53,8.08,8.78
15,545,48,6.83,6.94
35,877,49,10.38,10.98
19,624,23,8.68,8.78
146,7080,608,20.17,26.57
30,421,43,7.06,7.36
22,770,36,8.47,8.69
4,200,2,2.1,2.03
39,2407,58,9.53,11.3
61,3848,153,16.32,17.38
55,2526,171,15.53,16.57
16,356,17,4.87,4.97
25,725,36,7.7,7.93
8,198,4,2.86,2.84
29,570,48,8.5,9.35
41,2112,27,13.2,12.93
1,44,0,1.0,1.0
8,194,3,3.6,3.56
24,972,38,7.54,7.5
41,1751,44,11.62,11.86
168,20475,562,36.08,40.17
275,28009,1628,31.21,41.33
71,1705,176,16.19,18.25
2,124,0,2.0,2.0
115,7709,443,24.42,30.21
16,137,29,5.12,5.01
11,163,8,3.09,3.23
14,178,18,4.08,4.2
17,259,23,5.36,5.45
9,207,11,4.05,4.13
40,1632,28,9.46,9.98
37,1379,79,10.37,11.35
161,12039,808,22.51,27.83
12,1584,6,4.89,4.92
3,79,0,2.02,1.97
56,6351,45,6.47,6.97
15,1523,2,6.04,6.1
4,140,1,2.29,2.34
14,882,7,5.66,5.71
28,1344,36,7.91,8.67
1,32,0,1.0,1.0
20,1487,16,5.61,5.59
16,792,4,5.56,5.57
24,1674,26,9.06,9.29
566,145179,2271,88.06,115.15
37,3646,47,12.12,12.19
315,71672,1360,27.02,43.38
2,67,1,2.0,2.0
43,3725,38,14.26,14.47
28,925,22,10.46,10.22
7,733,5,3.89,3.8
132,9723,300,21.88,25.23
1,54,0,1.0,1.0
33,2278,49,8.79,9.92
40,783,27,11.46,11.41
76,4027,179,19.73,22.29
216,9622,747,34.24,36.74
65,42531,127,24.0,26.25
231,115493,1012,46.54,69.9
58,2350,221,14.19,16.22
129,20467,481,25.44,29.43
55,1117,78,12.84,13.46
44,1287,74,9.92,11.26
262,11823,905,25.23,33.69
9,679,11,4.27,4.34
42,4468,51,17.36,17.93
12,665,9,4.8,4.82
15,334,12,6.77,6.71
27,14069,36,9.23,9.76
4,115,0,3.97,3.96
5,262,1,3.0,3.0
12,331,7,4.41,4.57
6,981,4,4.38,4.27
4,197,1,4.0,4.0
12,1749,19,6.95,7.13
14,1627,25,7.47,7.71
2,1,0,1.0,1.0
242,19553,145,30.67,32.87
93,1704,62,18.77,18.96
67,7748,167,16.41,18.08
304,65021,1261,41.18,59.18
1,12,0,1.0,1.0
26,435,51,6.37,6.76
12,251,31,6.12,6.34
44,944,185,11.19,13.04
3,30,1,1.63,1.62
2,23,1,1.97,2.0
1,22,0,1.0,1.0
2,23,1,1.98,1.98
3,36,1,1.78,1.76
14,1687,20,8.02,7.97
2,1325,0,1.0,1.01
55,10804,0,15.74,15.92
3,288,0,2.0,2.01
5,94,1,2.57,2.6
1,31,0,1.0,1.0
6,325,1,1.83,1.84
10,253,11,3.85,3.91
29,1056,17,9.06,9.32
2,38,0,1.0,1.0
2,43,0,2.0,2.0
403,8850,244,32.31,33.69
28,1275,19,6.76,6.63
8,40,0,2.91,2.85
4,27,2,2.0,2.0
5,39,2,2.0,2.0
35,613,51,7.04,7.13
74,1221,134,11.59,13.03
292,6434,544,23.81,26.51
18,491,26,5.87,6.05
249,11324,1368,43.94,50.86
23,1978,94,11.99,12.0
129,2189,147,17.07,17.74
7,183,2,3.56,3.55
7,261,6,3.28,3.31
6,477,6,2.74,2.72
434,43887,1390,61.14,75.2
617,29724,1889,46.15,54.64
174,19323,455,22.47,27.2
8,141,18,3.02,3.57
2,98,1,2.0,2.0
3,13,2,1.88,1.82
5,43,7,2.51,2.26
1,9,0,1.0,1.0
4,14,3,2.15,2.2
17,592,9,7.12,7.04
8,183,0,4.45,4.5
22,848,7,7.53,7.81
94,22227,102,28.71,31.13
39,1430,148,11.95,13.11
55,4636,185,10.22,13.65
99,8312,287,23.12,26.03
2,10,0,1.0,1.0
46,2211,91,12.54,13.73
135,9574,521,25.61,31.14
6,47,4,2.52,2.57
4,29,1,1.25,1.23
81,3942,201,25.79,27.51
213,24763,1073,31.19,41.84
73,3281,230,15.0,16.57
143,12036,622,21.77,27.3
47,1697,81,11.55,12.16
198,9488,808,28.1,34.59
207,13961,602,25.88,32.96
102,10521,202,21.69,25.67
61,1113,411,12.1,12.94
155,6601,301,21.95,25.5
146,4013,483,19.53,23.11
253,12861,1368,28.15,38.16
110,5604,198,16.35,20.3
42,162,1,7.09,7.05
8,189,8,4.23,4.31
1,8,0,1.0,1.0
62,4794,84,15.51,17.36
28,577,26,10.78,10.92
15,273,21,5.12,5.16
151,2647,292,23.57,25.04
65,837,81,10.54,10.83
136,1535,250,15.82,17.88
151,1880,0,24.3,24.39
812,25866,1379,61.77,68.2
99,6969,231,25.26,28.02
59,1257,75,19.89,19.8
149,5010,238,25.09,28.1
145,5598,233,21.28,22.97
378,12905,1159,40.89,48.02
85,1115,52,9.46,10.28
74,897,67,9.06,9.85
2,32,1,2.0,2.0
253,6930,383,27.24,30.81
227,9622,680,31.23,36.89
180,7157,322,20.94,24.64
759,45208,3381,66.01,85.11
76,2714,194,15.22,17.38
1,0,0,0.0,0.0
8,1283,13,4.39,4.52
8,1283,13,4.42,4.35
6,604,5,2.97,2.82
1,22,0,1.0,1.0
12,2186,19,5.26,5.49
8,484,5,4.36,4.29
74,16423,192,17.33,19.78
151,5178,503,23.91,28.74
69,1862,136,12.46,14.13
48,1552,85,11.34,12.05
70,5788,250,21.36,19.87
465,22174,3499,55.6,69.64
90,1339,83,13.34,14.21
7,45,6,2.25,2.2
50,1586,100,11.29,12.62
165,6444,388,25.99,29.68
117,7239,218,20.49,23.29
269,8705,694,30.07,34.95
280,7290,1203,29.12,33.36
43,925,42,9.76,10.85
10,122,10,3.98,4.24
12,492,13,5.08,5.08
11,222,9,4.29,4.65
1,7,0,1.0,1.0
1,7,0,1.0,1.0
11,611,18,4.16,4.26
1,7,0,1.0,1.0
2,42,0,1.3,1.29
1,7,0,1.0,1.0
14,676,6,6.42,6.54
1,7,0,1.0,1.0
12,735,6,6.35,6.42
225,12645,438,35.54,39.32
179,8120,594,27.78,34.24
15,336,1,2.87,2.77
37,386,84,7.3,8.27
23,1605,0,8.57,8.67
20,2028,27,8.58,8.81
24,1102,36,9.9,10.18
6,225,0,2.92,2.88
3,87,0,3.0,3.0
140,2680,662,20.51,23.11
49,2506,42,10.21,11.06
26,2211,19,9.8,9.7
1,57,0,1.0,1.0
4,344,0,1.89,1.89
18,594,10,7.19,7.38
16,1359,4,7.21,7.33
34,1545,10,8.7,8.95
9,194,3,3.99,4.03
172,11103,593,32.89,39.92
273,27230,1412,41.24,51.39
21,369,15,5.81,6.11
9,303,8,1.94,1.98
12,1221,7,4.61,4.65
11,208,2,3.45,3.51
4,95,0,2.0,2.0
2,49,0,1.0,1.0
33,4720,49,8.4,9.06
15,3501,10,4.79,5.03
73,5376,101,17.01,17.81
19,388,22,7.38,7.35
224,27284,1199,34.7,46.5
17,594,19,7.54,7.59
2,39,0,2.0,2.0
22,336,24,6.57,6.76
8,161,3,2.69,2.62
17,931,13,5.64,5.83
791,89942,3541,95.32,131.26
4,79,0,2.43,2.36
12,170,11,4.03,4.09
21,266,27,5.28,5.73
36,983,60,10.3,10.66
3,50,1,1.0,1.0
3,50,1,1.0,1.0
22,271,15,5.55,5.8
7,182,3,2.6,2.74
41,8110,97,14.16,15.18
164,26805,794,31.06,41.02
136,8848,322,24.02,30.38
146,5726,346,19.15,23.27
65,1745,156,12.01,14.84
136,41320,609,37.2,45.23
200,27794,436,59.38,65.43
134,12054,275,35.88,39.76
106,5857,0,24.25,24.5
99,5896,331,23.19,26.57
100,8858,520,23.55,25.95
27,648,29,9.09,9.34
92,10494,328,23.72,27.53
184,27076,1050,38.11,48.22
126,5707,421,20.86,26.01
39,709,27,10.98,11.12
7,93,3,2.42,2.56
89,15060,361,24.31,29.28
22,311,60,5.95,5.98
59,1921,132,12.96,14.52
2,14,0,1.0,1.0
14,259,31,6.91,6.76
8,46,5,3.16,3.12
27,535,63,9.1,9.96
14,141,23,4.21,4.37
54,1905,85,11.75,12.75
37,1357,75,8.14,9.4
155,6121,895,24.79,29.51
6,241,1,2.8,2.71
68,5046,116,23.81,26.18
9,191,9,4.63,4.6
59,5196,138,21.09,22.96
9,168,8,4.42,4.31
10,87,9,4.11,4.27
169,5863,651,28.25,32.59
42,579,191,9.0,11.9
735,56381,3713,84.64,108.87
297,25240,746,62.07,65.41
280,30192,1510,38.43,54.86
33,810,54,8.36,9.04
37,1467,102,10.04,11.55
97,4418,458,19.96,24.59
